Name;Phone;Email
Kemp Bezdrev - Camping & Restaurant;+420 775 113 036;campingbezdrev@h-r.cz
Rekreační středisko Pohoda;+420 721 663 682;dalibor.dufek@seznam.cz
Autokemp Kamencové jezero;+420 777 187 843;recepce@kamencovejezero.cz
Kemp Zvíkovec U Varských;+420603439892;uvarskych@uvarskych.cz
Kemp Marina Liptov;+421 902 605 605;rezervacie@marinaliptov.sk
Camping **** POD BRZOZAMI Ustronie Morskie  -  POLSKO;+48 502 812 055;info@brzozy.pl
ATC Jesenice;+420 608 029 189;atcjesenice@seznam.cz
Camping Country;+420515255249;camping-country@cbox.cz
Autokemp Náchod;+420 704 701 850;kempnachod@seznam.cz
Autokemp Budišov nad Budišovkou;+420 736 767 588;autokemp@budisov.cz
ATC Trusalová;+421 43 429 26 36;info@atctrusalova.sk
ATC Vavrišovo - Dolný kemp;+421940842088;pepe.vav@gmail.com
Top camping Goralský dvor;+421905389413;info@goralskydvor.sk
Autokemp Hájovna Kdyně;601 105 655;automotoklub@kdyne.cz
Camping Pullmann Piešťany;+421911201089;info@campingpiestany.sk
Triocamp;+420722242343;info@trio.camp
Rekreační areál - Sporthotel Barborka;+420607117026;info@sporthotelbarborka.cz
Rekreační areál Strnadovský mlýn;602 219 601;mlyn@strnadovskymlyn.cz
Kemping Rybníky Opatovce;0903 209 804;info@campingopatovce.sk
Kemp Pod Pustevnami;602 184 824;recepce@podpustevnami.cz
Autokemp Bučnice;+420 602 811 609;info@autokempbucnice.cz
Camp Velkopařezitý;+420567379449;recepce@campvelkoparezity.cz
ATC  Račkova Dolina;+421 0905 712 587 , 0917 358 430;fakturacia@pribylina.sk
Autokemp Dolní Morava;+420602456310;rezervace.dm@gmail.com
Jiří Neubauer atc Třeboň (ráj);+420384722586;info@autocamp-trebon.cz
Autokemp Liberec;+420 774 542 633;info@autokempliberec.cz
Camping Rožnov;731 504 073;camproznov@seznam.cz
Kemp Vyskytná;+420777216173;jaros.marek@seznam.cz
Autokemping SLNEČNÉ JAZERÁ Senec;+421 2 45 92 82 24;info@slnecnejazera.sk
Kemp Nivnická riviéra;+420722145322;nivnicka-riviera@seznam.cz
Autocamping Výr;+420775576656;camp.vyr@seznam.cz
Zrcadlová Koza;736 757 758;zrcadlova.koza@seznam.cz
RANČ ESADERA;+420 602 130 930;info@rancesadera.cz
PRAGUE CENTRAL CAMP;776308770;praguecentralcamp@gmail.com
U Ferdinanda;+420 731 943 541;u-ferdinanda@seznam.cz
Slovácký Dvůr;+420777303246;recepce@slovackydvur.cz
Autocamp Podroužek;606 793 430;recepce@autocamppodrouzek.cz
Kemp Carlsbad;723 565 616;kemp-carlsbad@email.cz
Autokemp Jablonné v Podještědí;+420 774 450 622;koupaliste@tsmjabl.cz
Lesní kemp Kamenice;+420 730 503 777;recepce@kempkamenice.cz
Kemp Zátiší Hamr na Jezeře;724 276 807;renata.franclova@zatisi-hamr.cz
KEMP POPELÍKY;+420773269690;obec.milesov@tiscali.cz
Autokemp RUDAVA Malé Leváre;+421902165427;info@autokemprudava.sk
Camp Olšovec, Jedovnice;+420725896488;rezervace@olsovec.cz
Bungalovy Ratibořice - Zlíč;+420604207742;bungalovy.zlic@seznam.cz
Kemp Vranov u Stříbra;734 263 271;kempy.sro@centrum.cz
Chatová osada Ideál;+ 421  905 217 384;chatyideal@hotmail.com
RS Bílý Potok pod Smrkem;+420 603 516 395;info@rsbilypotok.cz
Kemp Kesov;+421 905 402 310;kemp@kesov.cz
Kemp Indiana;+420 737 704 877;valaskova.kemp@seznam.cz
Sruby a bungalovy TEPfactor;+420 777 000 927;info@tepfactor.cz
Autokemp U Věže;+420725016710;info@kempuveze.cz
Kemp Horní Bečva;+420603278281;kemphb@seznam.cz
Kemp Český Krumlov - Nové Spolí;777 640 946;kemp.ck@seznam.cz
Camping Jiskra Harrachov;603 470 113;camp.harrachov@gmail.com
Autocamping Příhrazy;737 653 596;autocamping.prihrazy@seznam.cz
Kemp Duo camp;+420604287501;info@duocamp.cz
Kemp Rumcajs;(+420) 725 299 990;info@camprumcajs.cz
Višňová 1;+420722509160;m.plachy@visnova1.cz
Autokemp a penzion Wolf;+420 737 245 323   +420 737 245 322;ubytovani@penzionwolf.cz
Resort Bobrovník;777 210 210;info@resortbobrovnik.cz
"RÁJ" sportovní a rekreační resort Srbsko/Branžež;+420 482 423 100;recepce@resort-raj-srbsko.cz
Autokempink Nové Městečko;727855720;novemestecko@sumavanet.cz
Autokempink Štilec;+420 387 998 247;ou@kamenny-ujezd.cz
Chatový areál ZDĚŘINA;+420491543182;chaty@zderina.cz
Kemp Koruna;777 729 444;recepce@kempkoruna.cz
Ekokemp Oldřichov v Hájích;+420778535967;ekokemp@suchopyr.cz
Resort Radslavice;775 380 361;info@resort-radslavice.cz
Camp KAMENEC;+420 604989353;camp.kamenec@seznam.cz
Autokemp Na Terasách;+420380744125;autokemp@jcak.cz
Rekreační areál Bohušov;+420554642121;dubova@bohusov.eu
ATC Vavrišovo;+421445271139;obec.vavrisovo@mag-net.sk
Camping Paradijs;776898022;jana.eremiasova@centrum.cz
Kemp Relax Teplá;774 514 692;info@kemprelax.cz
Volnočasový areál - chatová a stanová osada;703 486 669;penickova@bakovnj.cz
Kemp a cyklopoint Skiland Ostružná;+420 777 254 542;skiland@skiland.cz
Kempus Na poli;+420 736 291 516;l.eidova@egoe.eu
KEMP TRHOVKY - BOR;+420773259690;recepce@kemptrhovky.cz
Kemp Luhy + Tábořiště u Hasičů;+420 606 484 580;kemp.luhy-milavy@email.cz
Bystrina Resort;+421 44 5548 163,  +421 903 533 971;kemping@bystrinaresort.sk
Kemp Tyršova osada;+420777875821;info@tyrsovaosada.cz
Camp Havraníky;776 553 185;info@camp-havraniky.cz
Chatky Vodník;+420776069756;info@restaurace-vodnik.cz
Kemp U Kučerů;+420777140146;info@kempukuceru.cz
Vranov - Chatová osada Mostárna;735 285 728;mostarna.vranov@seznam.cz
Kemp Stodola;603 875 957;jarmila.friebova@seznam.cz
Caravan Park Hangár Strakonice;731 471 487;info@hangarstrakonice.com
Resort M - Vranovská přehrada;+420 731 466 739;info@penzion-m.cz
Camp Tatranec;+421524467092;hoteltatranec@hoteltatranec.com
Autokemp Kristýna;+420 603 86 75 76;recepce@kemp-kristyna.cz
Kemp Ontario;+420 725 051 065;ontario@obeckyselka.cz
KEMP ÚŠTĚK U JEZERA CHMELAŘ;736 754 828;Hnojilkova@mesto-ustek.cz
ATC Margita a Ilona;+421366314286  pracovní den od 8:00 do 15:00;margita-ilona@margita-ilona.sk
Chatový tábor Malý Ratmírov;723628583;info@chatyratmirov.cz
Minikemp Doctor;+420 776 337 057;pensiondoctor@centrum.cz
Šikland;+420 602 750 130;info@sikland.cz
Autocamping Bobrovník;+420 584 411 145;camp@bobrovnik.cz
KEMP RESORT CIHELNA;+420 603 339 633;resort-cihelna@email.cz
Camp Džbán;+420 725 956 457;info@campdzban.eu
Chatový kemp V rákosí;+420327531296;kemprakosi@seznam.cz
Autokemp "U VODY";774 369 156;kemp@ulangru.cz
Camp Paris;+420603509164;janaskolkova@centrum.cz
Rekreační středisko Lužnice;+420736278044;info@rsluznice.cz
Srubová osada U Mauritzů;+420 388 335 166;umauritzu@gmail.com
Kemp Pohoda;775 354 602;info@kemppohoda.cz
Autokemp Marin Mělice;+420739237063;info@kempmelice.cz
Kemp Kosatka;601 170 170;rezervace@kempkosatka.cz
BeachCamp;778 701 516;booking@beachcamp.cz
Sázavský ostrov - KEMP SÁZAVA;+420 702 030 263;ubytovani@kempsazava.cz
Autokempink Křivonoska;+420725959497;autokempkrivonoska@seznam.cz
Rekreační areál a kemp Pecka;+420777736349;
Kemp Opatovec;602724725;
Rekreační areál Zbraslavice;777 123 405;
Camping Rodzinny Nr. 105;+48 94 318 93 85;
ATC OLBRAMKOSTEL;+420 725 039 673;
Camping Wiking Nr. 194;+48(0)913813493;
Chatová osada Slunečnice;+420602287757;
Autokemp Fulnek – Jerlochovice;+420734204906;
Euro-Air-Camp;+420491612605;
Autokemp Baška;+420736422761;
Kemp Mars;59-8730-297366;
Camping 2000;+420485179621;
Kemp Na Slapnici;602 515 761;
Rekreační zařízení ORION;+420602530446;
Camp Prager;+420244912854;
Kateřinský mlýn;+420 384 496 124;
Kemp Týniště nad Orlicí;+420776364146;
Kemp Cholín-Slapy;+420 776 867 509;
Camp Vejsplachy;459833500;
Rekreační areál Slunce Žandov;775 155 933;
Holiday Park Vrchlabí;+420 733 636 797;
Kemp Lužnice;+420384792375;
Caravan Camp Petráškův Dvůr;725 474 711;
Relaxa;+420728253263;
SOUMARSKÝ MOST;+420605831917;
Liščí Mlýn;+420721578824;
RZ Jizerky;777 648 532;
KŘTINY;+420516439109;
STANOWITZ Stanoviště;+420354624673;
Vodácké tábořiště Loket;+420777167779;
(SK) Zelený Breh - rekreační středisko;+421517798508;
(SK) Autocamping NERESNICA;+421455332651;
DUCHONKA CAMPING;+421904140051;
(SK) Autocamping Vrbov;+421524681914;
(SK) Chalmová;+421465493121;
Rekreační komplex Vadaš Thermal Štúrovo;09444621-01;
Camping Kovárna;+420565398005;
Hotel a Camping Rual;+420774547754;
Autokempink Bílina Kyselka;774 332 936;
(SK) Rekreačno-školiace stredisko Šarpanec;+421917499171;
Autokemp SASANKA Sadov;+420353590130;
Autocamp Levoča;+421534512705;
Aeroklub;+420461311328;
Elitex;+420465637185;
Rekreační středisko Janov u Dačic;+420739785182;
Křineč;+420329784246;
ATC Jazero;+421556999280;
ATC Kondoroš;+421317935110;
ATC Paľkov;+421566492848;
Na roľníckom dvore na Liptove;+421445297495;
ATC Zelená Voda;+421327715858;
ATC Patince;+421905400185;
ATC Kamenný mlyn;+421347793279;
ATC Topoľníky;+421905112148;
Camping Hôrka;+ 421 911 761 085;
Siesta;+420266310012;
Rekreační areál U mlýna;+420773204426;
Kemp Harrachovka;776355229;
U přívozu - Višňová na Berounce;+420731528411;
Rekreační středisko Melchiorova Huť;+420737281700;
KEMP U MLOKA;+420 725 348 980;
Rekreační středisko Máj;+420602699771;
Rekreační středisko Ve Mlejně;+420373395051;
Rekreační zařízení Kraskov u Seče;+420602945652;
Chatový areál Marta;+420 606 303 143;
REKREAČNÍ STŘEDISKO SKLENÍKY Spytihněv;+420577943071;
Škola v přírodě - Prostřední Bečva;+420602838770;
Rekreační středisko Štědronín;382 229 286;
Kemp Menfis;+420724025730;
Rekreační areál Vysoká Srbská;+420495518819;
Rekreační středisko SOSeň;608 562 781;
Horský rekreační areál Zlatník;+420608877611;
Rekreační středisko Blaník;+420317852672;
Rekreační středisko Zátiší;+420777153150;
Rekreační středisko KARLOV;+420554273021;
Rekreačné stredisko Biele Vody;+421455498304;
YACHT CLUB D.I.M. BEZDREV;603 209 177;
Rekreační středisko Sycherák;+420737961100;
Tábor ROSA Pivoň;603 435 950;
Pohoda na Radosti - Hracholuská přehrada;+420603762128;
Turistická základna U Nývltů;+420608316704;
Kemp Vltava;725352442;
Camping Bozanov;+420602361350;
Autocamping KARAVAN;+421245928224;
Na tvrzi;+420602260096;
TJ Lokomotiva Mar. Lázně o.s.;+420724315342;
Rekreační středisko Rybník;+420379496124;
Autokemp Penzion Vyžlovka;+420737036761;
Penzión Sokol a kemping;+421910982332;
Rekreační středisko U nás doma;+420464620320;
SPORT KEMP DOUBÍ;+420 728 169 680;
Rekreační středisko Vápenky;+420721138130;
Rekreační středisko Avia Varvažov;+420382289122;
RS Tomášov;+420720487680;
Rekreační středisko Hopo;+4204200;
Rekreační dům RYBNIŠTĚ;+420412381128;
Rekreační středisko Krásné Pole;+420417822262;
Rekreační a školící středisko - Svatý Štěpán;+420736734100;
PENZION CHATY SYCHERÁK;+420724135528;
Rekreační středisko TRAMO;+420606157574;
Rekreačně-sportovní areál Tesla Horní Bradlo;+420469338179;
Rekreační zařízení Radost Horní Jelení;+420607574032;
Rekreační středisko Nad přehradou;+420608423062;
TOPAS CLUB;+420773358888;
Rekreační středisko Tesla;+420571645188;
Rekreační a školící středisko Kopánky;+420603209384;
RETASO, spol. s r. o.;+420571643355;
Westernové městečko Boskovice s.r.o.;737000000;
Pardubické chaty;+420483399262;
CHATA SLOUP;+420603170755;
RS Aero Holany;+420 603 325 218;
Rekreační středisko Doly  Bílina;+420487753554;
Rekreační středisko IRIS;+420595781749;
Rekreační středisko ZÁLESÍ;724 144 274;
Mlýn u Kročilů;+420554286054;
Rekreační středisko U Kateřiny;604274669;
Rekreační středisko Rohanka;+420608431577;
Chata TEPLÁRNA;+420739418521;
HOTEL VOJTĚCHOV;+420566551450;
Chatová osada Lažánky;+420382289184;
YACHT CLUB BARRANDOV;+420274779791;
Statek výštice;+420385725020;
Rekreační zařízení Radost;+420383493398;
Rekreační středisko Alegro;+420777896674;
HOSTEL BOROVNIČKA;+420775217267;
Rekreační zařízení EDEN;+420493591930;
Středisko LITES;+420326786140;
Středisko SEBA;+420326786140;
Rekreační středisko Star Line Hrachov;+420777005003;
Rekreační středisko Star Line Svor;+420777005003;
Základna Chaloupky;+420565395065;
Rekreační Středisko Trnávka;+420565581139;
Rekreační středisko eMZet;+420604272550;
Školicí a rekreační středisko Maxov;+420487753034;
Bohema Zlaté Hory, a.s.;+420584425177;
Rekreační středisko Kotouč;+420571643102;
Rekreační středisko Husita;+420606570656;
Turistická a chatová osada Zdravotník;+420416797067;
Rekreační Středisko Bílá Vrána;+420222532534;
Rekreační středisko a jezdecký areál Březůvky u Zlína;+420777758160;
Rekreační středisko Srnčí;+420461311904;
Rekreační středisko Termit;602 354 379;
Rekreační středisko Příhrazské skály;+420606591622;
Rekreační středisko Březová;+420568422983;
Rekreační středisko Mendelovy univerzity;+420583448124;
Rekreační středisko Dálava;+420603585566;
Žlutá Plovárna;+420775580388;
Rekreační středisko KUTINY;+420604378616;
Rekreační středisko Karko;+420472744459;
Rekreační středisko Vojtův mlýn;+420313549420;
Horská chata Balada;+420608246808;
Rekreační středisko Hlavatice;+420777699900;
Športovo-rekreačné zariadenie Drienok;+421434944172;
Liečebný dom Rimava;+421475593133;
Stredisko Jahodná;+421-55-696 73 95;
Kamenný Mlyn - Vajarský;+421347793279;
Rekreačné stredisko Alfa;+421918638491;
Rekrečné zariadenie Maják;+421245915193;
Gaudium - Centrum oddychu;+421336477349;
TC Viktoria;+421254771040;
Areál Divoká voda;+421918993647;
Rekreačné zariadenie Skaličan;+421346646836;
Jahodník - Škarbák;+421907144939;
Rekereačné stredisko - Madarász;+421905600575;
Rekreačné stredisko Bukovina;+421414352774;
Horské rekreačné zariadenie Trusalová;+421905233956;
Rekreačné zariadenie Tri potoky;+421915341246;
Turistická ubytovňa Bobrovec;+421907477328;
DANICA Stredisko detskej rekreácie;+421435322767;
Port club;+421435524064;
rekreačné stredisko Púšť;+421465424144;
Rekreačný dom Havlová;+421902655013;
Rekreačné zariadenie PRIEDHORIE;+421905461150;
Rekreačné zariadenie Podskalie;+421424358933;
RS Lomy;+421907749864;
Rekreačné zariadenie Chata OSP;+421327441348;
Chata Ráztoka;+421424352190;
Chata Javorník;+421424352190;
Chata Rudno;+421908526265;
Rekreačné stredisko Limbora;+421465447138;
VILA MARION;+421326552891;
Agropenzión Adam;+421327772101;
Stredisko BONUMS;+421424624063;
Rekreačné stredisko Danova;+421910474277;
REKREAČNÉ ZARIADENIE LEVOČSKÁ DOLINA;+421534512705;
rekreačné stredisko RAGLENG;+421574452493;
Rekreačné zariadenie Opalex;+421517481274;
Rekreačné zariadenie MH BYSTRÁ;+421577888972;
Rekreačné zariadenie ALPINKA;+421907636113;
RZ Dobranská zátoka;+421905226534;
RZ Jedliny, s.r.o.;+421905934947;
Rekreačné stredisko Stará Myjava;+421948 027 692;
Ubytovanie Kristián;+421905346123;
rekreačné zariadenie ALFA;+421903381689;
Domica Komplex, s.r.o.;+421584818555;
Rekreačné stredisko Július;+421903654626;
Rekreačný areál ZLATNÍK;+421556961320;
REKREA Miroslav Kochan;+421514572455;
Bioresort Zlatý Hýľ;+421556770797;
Chata Pod Javorom;+421566435466;
Telesná kultúra a šport obce Nálepkovo s. r. o.;+421534494106;
ORMET - Rekreačné zariadenie Teplý Vrch;+421905352486;
Rekreačné zariadenie Smrekovec;+421484199860;
rekreačné stredisko POĽNOHOSPODÁR;+421484195227;
Športcentrum EKOMA;+421455364031;
Grajciar;+421903560888;
STARES Plus, spol.s.r.o.;+421455455249;
Chatka Maja;+421907509150;
Holiday apartment Donovaly;+421444332593;
Chata Hron;+421456994125;
Prírodné jódové kúpele Číž a.s.;+421475593133;
Horský hotel TOTEM;+421910781979;
Rekreačné stredisko ALFA SENEC;+421245915118;
Rekreačné zariadenie CHATA KAMARÁT s.r.o.;+421544748335;
Rekreačné stredisko Kormoš;+421905513732;
REKREAČNÉ STREDISKO ÚSMEV;+421905794705;
Rekreačné stredisko Krokava;+421903558137;
RZ Zlatá Idka;+421554669117;
Školské rekreačné zariadenie OZ PŠaV Čingov;+421918901773;
Rekreačné zariadenie Demänovka;+421445541272;
Škola v prírode ALŽBETÍN;+421424624576;
DONOVALY - ubytovanie v apartmánových domoch ALMET a SPIEŽOVEC;+421905294742;
Planinka;+421335575289;
Rekreačné zariadenie obce Ostrý Grúň;+421456866139;
Raki centrum;+421268205210;
Stredisko Kamenec;+421566492110;
Stredisko Klokočov;+421566492110;
TURISTICKÁ UBYTOVŇA ZUBEREC;+421903557287;
ISA SCHWIMBERSKY SLOVAKIA S.R.O.;+421587882122;
ATC Liptovský Trnovec;+421445598459;
Turistická ubytovňa Habura;+421908225108;
Osada Dallas s.r.o.;+421905511267;
Horská chata Kľak;+421465445146;
SEV SAZP Regetovka;+421544768081;
Rekreační zařízení SVŠZTŠ - Target;+421262410689;
Rekreační zařízení Zverovka;+421435395193;
SEV SAŽP Harmónia Modra;+421336473151;
Rekreační zařízení Zámek Trhanov;+420379794677;
Rekreační areál Kemp Dešná;+420577986333;
Rekreační zařízení ARA;+420603547272;
Rekreační centrum Palánek;+420724287702;
CHATA STARÁ ŠKOLA;+420775232632;
Rekreační středisko Borek;+420722923040;rzborek@seznam.cz
Zdeslav Rekreační středisko;+420776284176;
Chata Arnika;+420777887456;
Areál Bílá skála - rekreační středisko;+420728995117;
Ubytovna u Jezera;+420606913552;
Rybářská chata U sumce;+420603546238;
Kemp aerocafe;0905915705;
Nya Skogsgården;0046 560 52005;
IMMANUEL;736 188 849;
Camping Šonov;+420 491 426 452;
Chatová osada Snílek;722 619 452;
Karavan kemp Pod Liščím Kopcem;770 113 123;
Kemp Stará Zvonica;+421 902 491 980;
Camping Menina;+386(0)40525266;
Camping Les Mûres;+33(0)494561697;
Camping a Bungalows Füred;+3687580241;
Dolomiti Camping Village;+390463974332;
Camping La Chiocciola;+393336494983;
Camping Park Mareda;+385(0)52858680;
Campsite Torre de la Peña;+34956684903;
Campsite Malta Nr. 155;+4861 876 60 11;
Camping Echo;+48694 271 041;
Camping Repòs del Pedraforca;+34938258055;
Campsite Lesny Dwor-Waldgut;+48 571 244 842;
Campsite WOK (Nr. 90);+48226127951;
Campsite 'U Michala';+48856812703;
Campsite Nr. 202 Pod Jabloniami;+48146215124;
Elixir Hotelik Caravan Camping;+48 602 715 753;
Campsite Gosciniec Jurajski (232);+48 606 74 34 27;
Pension MAJA Nowy Sącz;+48184415012;
Zloty Potok Resort;+48 75 784 71 55;
Folwark Lekuk Resort;+48 600 931 848;
Camping Astur;+48 825 717 037;
Autokemp San Marco, vinařství, penziony;770 16 88 88;
AKWA MARINA camp;+48669550222;
Camp Olandia;+48612915379;
Camping INTER NOS;+48 602 554 348;
Ośrodek Taurus;+48509988887;
Bajka Hotel & Resort;+48 664 165 557;
Campsite Zacisze Wicie;+48 601860474;
Camping Zamek Podewils;+48 606 986 139;
Camping Scandinavia Zator;+48 731 008 709;
Penzion Na Výsluní;608 834 243;
Kemp Na Staré Papírnĕ;732165906;
Rekreační středisko Arnika;1665248770;
Ádova chatová osada - kemp Ubislav;41-4477-8230-2;
Autokemp Karlovy Dvory II;+420380738052;
VODÁCKÁ ZÁKLADNA;+420384781802;
Klub Lávka Chocerady;+420 773 87 87 77;
MONTE LOPE;+420602529150;
Areál NOVÝ ŘADOV - rekreační středisko;+420602379842;
(SK) Kemp Tilia Gäceľ, chatová osada a reštaurácia Pod Lipami;+421 903 417 269;
Tábořiště Medlov;+420775312899;
Chata a ATC Nemecká;+421905389541;
ATC Tornaľa;+421918436671;
Marina Lipno Resort;+420380736100;
Sportlife centrum s.r.o.;+420733547424;
Lázeňský dům Smraďavka;+420572595389;
Rekreační středisko DOPRAVÁK;+420608048258;
RS HORAL Hájná Hora;+420606322350;
Marina Kemp Píšťany;+420 608 578 381;
Rekreační středisko Nuzice;721121465;
Rekreační středisko chata Mír;+420412550351;
Rekreační středisko Jordán;+420474651369;
Rekreační středisko U JASANU;+420724302889;
Rekreační středisko Komtesa;+420353999213;
Rekreační středisko OBORA-NEPTUN;+420607541061;
Rekreační středisko PANORAMA;+420658691087;
REKREAČNÍ  STŘEDISKO  OSPO;+420602255076;
Ubytovací komplex Sportcentra Nová Včelnice;+420384395050;
Lázně Rezek;+420491472106;
Základna Hříběcí;+420565396321;
Rekreační zařízení Velimer;+420605087347;
Horská chata Valaška;+420573381110;
Rekreační středisko Trnava;+420731511747;
Rekreační Středisko Morávka;+420558691038;
Rekreační středisko Sport hotel Tesák;+420608180721;
Mlýn Brejlov - školící a rekreační středisko;+420774443854;
Rekreační středisko NATURA;+420412332023;
Chata Lesník;+421907838576;
Greenfield resort;+421917530193;
Rekreačné stredisko Záruby;+421335586692;
Penzión ŠTEFÁNIK  a stanový kemp Súľov;+421 948 922 339;
Autocamping Turiec;+421 907 539 178;
Živé Ekomuzeum a přírodní ubytování;+421 905 791 340;
HOŘOVICKÁ CHATA;602893425;
Kemp Na Hřišti Leština;602 424 136;
Čechův Mlýn;+420603877199;
Caravancamp COUNTRY HOUSE Tisá;+420 608 452 399;
Campsite Klif Nr.192;+48 601 741 074;
Camping Marina di Venezia;+390415302511;
Mlýn Střížovice;+ 420 732 296 895;
RESORT ČOCHTAN, kemp Lázně Bohdaneč;+420777246516;
Sport & Relax areál Bozeňov;80329395-2;
Areál Lesková;672982872;
Camp Bušek - Prague;+420283910254;
Autokemp Košťálov;+420481689221;
Prague Camp;+420702145150;
Camp HERZOG;+420283850472;
Kempink  Beskydy;+420558433072;
CAMP Valek;+420565394104;
Vodácké tábořiště OSTROV;+420777151686;
Resort Beach Nová Živohošť;+420222500112;
Kemp Orion;608 183 305;
Budín;+420327321131;
Kemp U jezu na Ohři;608 958 215;
Rekreační středisko Husárna Sobědraž;4071-9572-93;
Rekreační středisko Ječmínek;606 092 251;
Rekreační středisko KŘIŽÁNKY;+420545135109;
Kemp Šibeniční vrch v Mnichovicích;+420605416957;
Tábořiště Klínot;+420775342797;
REKREAČNÍ KOMPLEX LOSINKA;9932-5366-46;
Rekreační středisko Zámeček Hodonín;+420516463050;
Chatová osada Slunečnice;+420515291296;
Rekreační středisko RELAXX;+420518610001;
Rekreační chata Na Lučině;+420606161000;
Country Hotel SVITAVICE;+420731244538;
Areál PERMONÍK s.r.o.;+420596423090;
Rekreační středisko Želivka;+420565581168;
Juniorcamp Tobogán;+420317791182;
Rekreační areál Lávka Chocerady;+420317792316;
Rekreační středisko Šamotář;+420606950104;
Rekreační středisko Brněnka;+420605806525;
Rekreační středisko Niko;+420736653495;
Horská chata KAŠTAN;+420583430425;
Rekreační středisko HLUBINA Ostravice;+420558682211;
Ubytovanie Gerhát;+421905664702;
Apartmán Hviezda;+421903828074;
Campsite Valalta Naturist;+385(0)52804800;
Camping Seehof;+43(0)533763541;
Camping Leśny 51;+48 503 071 245;
Ubytování a kemp LESÁK;+420384797325;
Camp Sokol Troja;+420 797848440;
Camping OASE Praha;+420241932044;
U Bořka - Outdoor Centrum Poddubí;+420 775 339 492;
Kemp a apartmány Mezní Louka;602 232 538;
Reakreační areál Kounice;6-4948-9925-35;
Rekreační středisko VŠCHT Jáchymov;+420220447136;
Rekreační středisko Krystal;+420585053572;
Rekreačné stredisko Vadičov;+421-910-612-394;
Chalupa Ždiar-apartmány;+421917315074;
RS Stavorek;+420 602 379 404;
Hotel a kemp Ostende Chocerady;+420 724 354 250;
ASTRA LANČOV  u Vranovské přehrady;+420 778 222 999;
Camping Park Grubhof;+43(0)65888237;
Ośrodek Wypoczynkowy Gallus;+48 502 281 806;
Kemp Country Bečice;+420777000400;
