Name;Phone;Email
Hotel Pražská bouda - Pec pod Sněžkou;+420491005805;info@region-tour.cz
HOTEL STARÝ MLÝN;+420483390508;info@hotel-starymlyn.cz
Residence Masná 9;+420222315107;info@heartofprague.cz
Hotel U zlaté podkovy Zaječí;+420608099888;hoteluzlatepodkovy@email.cz
NOVÁ PEC LEVNÉ UBYTOVÁNÍ PETRKLÍČ-ŠUMAVSKÝ LIŠÁK;+420602166144;hotel_primula@quick.cz
Hotel 16;+420224920636;hotel16@hotel16.cz
Hotel Olympionik;+420315622309;recepce@hotel-olympionik.cz
Boutique Hotel Seven Days;+420222923111;info@hotelsevendays.cz
Hotel Ostrov - Tisá;+420491005805;recepce@hotelostrov.com
Hotel Belveder - Labská stráň;+420491005805;info@region-tour.cz
Lávka Park Skochovice;+420773979777;lavkaskochovice@lavka.cz
Horský hotel Flora;+420602393334;flora@brezina.cz
Amantis Vital Sport Hotel;+420608737730;info@amantis.cz
Hotel Oya;+420241408605;info@hoteloya.cz
Hotel Otar***;+420261212431;info@hotelotar.cz
Horská chata Ozon;+420499776701;ozonkrkonose@tiscali.cz
Horský hotel Hanička;+420602852775;i.jirivacha@gmail.com
Hotel Panorama;+420603988498;info@panorama-spindl.cz
Hotel Omega;+420481311411;info@hotel-omega.cz
Savoy Royal Hotel;+420491203111;reservation@savoyroyal-hotel.cz
Hotel Regia;+420774102655;hotelregia@gmail.com
Hotel Krakonoš;+420481522466;Notice: unserialize(): Error at offset 11 of 29 bytes in /home/www/i-ubytovani.cz/subdomains/www/template/components/accommodation-detail.php on line 391 Warning: current() expects parameter 1 to be array, boolean given in /home/www/i-ubytovani.cz/subdomains/www/template/components/accommodation-detail.php on line 391
Horský hotel Kubát;+420481582110;hotelkubat@seznam.cz
Hotel Adria;+420483399172;info@adriahotel.cz
Horský hotel Tetřeví boudy;+420602322399;tetreviboudy@email.cz
Star Hotels - Benecko;+420481540977;starbenecko@seznam.cz
Hotel Holiday Inn Prague Airport;+420236161111;reservation@hipragueairpot.com
Pension Větrný mlýn - Ubytování Praha;+420235301686;alex@pensionmlyn.cz
Hotel Pension Goethe Aš;+420354525777;hotelgoethe@hotelgoethe.cz
Restaurant U Rychtáře a Hotel Meritum***;+420235007711;hotelmeritum@hotelmeritum.com
Hotel Giovanni Giacomo *****;+420417537583;recepce@hotelcz.eu
Hotel St. Antonius;+420354622888;st-antonius@seznam.cz
Alfa Resort Deštné v Orlických horách;+420773100111;info@alfaresort.cz
Hotel - Zlatý lev;+420608030089;zlatylev@quick.cz
Hotel Villa Berolina ***;+420728386404;venca.cerny@volny.cz
HOTEL GARNI;+420354691339;eliska.vlkova@lesycr.cz
Hotel Bajkal;+420354542501;info@bajkal.cz
Hotel Seifert;+420724088210;info@horskyhotelseifert.cz
Český dvůr;+420354622490;nfo@cesky-dvur.com
Hotel Kristin Hrádek;+420491005805;info@region-tour.cz
Hotel Garni P.V.T.;+420387747351;recepce.cb@volny.cz
Hotel Tennis Center;+420neuvedeno;info@hotel-milanvopicka.cz
Hotel Klor;+420602140408;george@klor.cz
HOTEL STARÝ PIVOVAR;+420777788222;infopivovar@gmail.com
Hotel Vajgar;+420725535003;recepce@vajgar.cz
Hotel Na Pláži;+420380738374;info@hotel-plaz.cz
Jelínek Hotel;+420499329088;info@jelinek-hotel.cz
Hotel Kačerov;+420777775522;info@tophostel.cz
Pytloun City Boutique Hotel****;+420480020300;city@liberec-ubytovani.cz
Hotel Perla Jizery ***;+420483704339;rezervace@hotel-perla-jizery.cz
Hotel Lysice;+420516472200;info@hotellysice.cz
Hotel Artaban****;+420561030100;info@hotelartaban.cz
Hotel Salivar;+420388436148;info@hotel-salivar.cz
Zámecký Hotel;+420515296101;info@zameckyhotelvranov.cz
Hotel Luha;+420777330039;recepce@hotelluha.cz
Wellness resort Energetic****;+420571667600;recepce@hotel-energetic.cz
Hotel Havířov;+420596810586;info@relaxhavirov.cz
Hotel Golf;+420257217360;reservation@hotel-golf.cz
Hotel Bedřiška;+420491005805;info@region-tour.cz
Hotel Jánošík - Špindlerův mlýn;+420491005805;info@region-tour.cz
HOTEL A RESTAURACE GOLF BITOZEVES;+420607571000;hotelgolf-bitozeves@seznam.cz
Hotel Večernice - Janské Lázně;+420491005805;info@region-tour.cz
Hotel Buly;+420382272828;hokej_pisek@mbox.vol.cz
hotel Fontána Brno;+420547107400;info@fontanahotel.cz
Hotel Davídek;+420499300300;hotel@hoteldavidek.cz
Hotel Trilobit;+420381500700;hotel-trilobit@hoteltrilobit.cz
LINE Hotel;+420476732027;jasan1@seznam.cz
Penzion Vila Dům Evropa;+420777086374;mbartolsic@centrum.cz
CITY hotel Písek;+420602342603;info@cityhotelpisek.cz
Restaurace a Hotel Na Nové;+420000000000;marketa.danova@seznam.cz
Hotel Luční bouda;+420733740888;recepce@lucni-labska.cz
Hotel Labská bouda;+420733740888;recepce@lucni-labska.cz
Hotel Čech ***;+420739368595;rezervace@hotelcech.com
Hotel Barbora - Špindlerův Mlýn;+420491005805;info@region-tour.cz
Lowcost Hotel Ostrava;+420597221153;cervenkova@lc-hotel.cz
Penzion a Restaurace 14;+420797686965;fakturace@siftanc.com
Hotel Karolína - Harrachov;+420491005805;info@region-tour.cz
Hotel Duha - Harrachov;+420491005805;info@region-tour.cz
Hotel Konšel;+420608608677;info@region-tour.cz
Relax hotel Valaška;+420728474413;Nemcova.M@seznam.cz
Pytloun Hotel**** Harrachov;+420608000685;rezervace@hotelharrachov.com
Hotel Park;+420602735823;info@hotel-park.cz
Penzion U vinařství;+420607007546;recepce@u-vinarstvi.cz
Hotel Sonáta;+420354608110;ivan.cicek@hotel-sonata.cz
Hotel Milan Vopička;+420387 965 8;info@hotel-milanvopicka.cz
Hotel pod Pralesem;+420499692318;hotel@hotel-pp.cz
Wellness penzion LIFE;+420608083711;info@penzionlife.cz
Hotel Šumava;+420379422800;Horsovsky-Tyn-Sumava@cz-hotel.eu
Hotel Hanácký Dvůr;+420585314065;recepce@hanacky-dvur.cz
Hotel Tanečnica;+420556801111;recepce@tanecnica.eu
Hotel U krále & Apartmány***;+420777137305;info@ukrale.cz
PENZION COUNTRY STEAK RESTAURANT;+420777222157;info@countrysteak.cz
Penzion Sykovec;+420554721170;recepce@sykovec.cz
Hotel Svatá Anežka;+420727880553;info@hotelsvataanezka.cz
Hotel Panská a restaurace Špajz;+420734448388;info@resort-bechyne.cz
Zámek Křtiny;+420516527711;recepce@zamek-krtiny.cz
Hotel u Lva;+420417829180;info@hotelulva.cz
Hotel U Červené lišky a restaurace Červená liška;+420353590743;hotel-cervenaliska@seznam.cz
Hotel Pážecí dům;+420515296434;pazeci.dum@tiscali.cz
Hotel Rose, Penzion ROSE;+420602730530;hotel.rose@worldonline.cz
Hotel Skalní mlýn;+420neuvedeno;info@skalnimlyn.cz
Hotel Valáškův grunt;+420585346312;valaskuvgrunt@c-mail.cz
Hotel Iris;+420519515310;hotel.iris@vasstav.cz
Horský Hotel Jelenovská;+420577311511;hotel@jelenovska.cz
Hotel ZLATÁ HVĚZDA;+420567320782;zlatahvezda@zlatahvezda.cz
Hotel Radegast;+420556835130;hotelradegast@hotelradegast.cz
HOTEL POD KAŠTANY;+420567213042;hotelpodkastany@volny.cz
Hotel Excellent Kroměříž;+420573333023;excellent@tunker.com
Hotel FIT***;+420583842416;hotelfit@hotelfit.cz
Hotel Eliška;+420519513073;info@hoteleliska.cz
Hotel Kraví hora;+420519430090;hotel@kravihora.cz
Hotel Drnholec***;+420725555580;booking@hoteldrnholec.cz
Hotel Santini;+420516913947;rezervace@hotelsantini.cz
HB hotel;+420549211980;hotel.bozetechova@centrum.cz
Hotel Myslivna Brno;+420547107801;hotel@hotelmyslivna.cz
Althanský hostinec;+420739037935;althanskyhostinec@gmail.com
Hotel N***;+420515228164;hoteln@hoteln.cz
Hotel U Šimáka;+420566659276;hotresrad@seznam.cz
Hotel U ZLATÉHO LVA;+420569420276;hotel@uzlateholva.cz
U Dvou medvídků;+420474652817;recepce@udvoumedvidku.cz
Hotel Domino;+420516431829;hotel.domino@email.cz
Hotel Broušek;+420516435307;hotelbrousek@3web.cz
Hotel Grunt;+420566623407;info@hotelgrunt.cz
Hotel Atom;+420568820791;hotelatom_trebic@seznam.cz
Hotel Buchlovice;+420572596021;info@hotelbuchlovice.cz
Hotel Freedom;+420475201454;hotel.freedom1@gmail.com
Hotel Slavičan;+420844223113;Hotel-Slavicin-Slavican@cz-hotel.eu
Hotel Libínské sedlo;+420604388811;reservation@penzionprachatice.cz
Hotel Kurdějov;+420519411381;info@hotelkurdejov.cz
Hotel Formanka Hustopeče;+420519411124;info@formanka.net
Hotel PASEKY INN;+420481522316;hotel@paseky.cz
Hotel ROKYTKA;+420481522457;hotel-rokytka@quick.cz
Hotel a Restaurace Kamenný vrch Chomutov;+420725300211;ubytovanichomutov@seznam.cz
Penzion Flóra;+420774233342;info@florajanskelazne.cz
Wellness Party Hotel;+420577994000;fkkhotel1@gmail.com
Hotel Vápenka;+420702152060;info@hotelvapenka.cz
Hotel Maxov;+420776868181;info@maxovhotel.cz
Hotel Goethe Loket a Restaurace Goethe Loket;+420352684184;goethe-loket@seznam.cz
Apartment House Žižkov;+420702068670;apartmenthousepraga@gmail.com
Hotel Apeyron;+420321622750;apeyron@hotelapeyron.cz
Hotel Arkáda;+420517383470;info@hotel-arkada.cz
Farma Bolka Polívky;+420517374096;recepce@farmabolkapolivky.cz
Resort Ohrada;+420605298420;info@ohrada.cz
Hotel Rokytno A.F;+420566615016;hotel.rokytno@atlas.cz
Hotel Royal Ricc;+420542219262;rezervace@royalricc.cz
Hotel Jelenice;+420546221613;hotel.jelenice@brn.czn.cz
Hotel Gregor;+420547243121;recepce@hotelgregor.cz
Hotel Golden Golem;+420776612227;anutka23@seznam.cz
Bergzentrum PAM;+420734704170;hotel_pam@jachymov.cz
Horský hotel Malamut;+420353825150;rezervace@hotelmalamut.cz
David Wellness Hotel;+420481529393;david@davidhotel.cz
Hotel Emerich;+420607561294;info@hotel-emerich.cz
Hotel Zlatá hvězda;+420461615338;zlata.hvezda@lit.cz
Hotel APLAUS;+420461614900;recepce@hotelaplaus.cz
Hotel Koruna;+420388310177;koruna@pthotel.cz
Hotel ORIX Jáchymov a restaurace Jáchym;+420604188445;catering-jachymov@seznam.cz
Wellness hotel Svornost;+420481528152;info@hotelsvornost.cz
Hotel Černý orel;+420567243220;info@ihotelcernyorel.cz
ANTIK HOTEL SOFIA LITOMYŠL;+420461613191;antikhotelsofia@gmail.com
Hotel Fridrich;+420596423229;info@hotelfridrich.cz
Hotel Penzion Rohožník*** - levné ubytování v Praze v pokojích s vlastní sociálkou, balkonem a kuchyní.;+420605407932;info@hostel-rohoznik.cz
Hotel NEPTUN Teplice;+420605031365;ubytovanitpz@seznam.cz
Fénix Design Hotel **** Liberec;+420482771518;info@hotelfenix.cz
Resort Valtberg N48;+420733141114;info@valtberg.cz
Hotel U Milína;+420724128274;info@hotelumilina.cz
Hotel Villa Olivia;+420602317364;info@hotel-olivia.cz
Hotel Alster;+420777078734;info@alster.cz
Hotel Opera;+420720026225;info@hotelopera.cz
horský hotel Sádek;+420379422899;info@hotel-sadek.cz
Hotel Na Trojce;+420739370613;recepce@hotelnatrojce.cz
B&B Hotel Volčík;+420704615161;rezervace@bbhotelvolcik.cz
Wellness Hotel Kocanda Děčín***;+420736481003;hotel@kocanda-decin.cz
Ubytování Jirkov-Chomutov Hotel a ubytovna Kavalír + klubová restaurace;+420732112233;restaurace-ubytovani@seznam.cz
Hotel AURI;+420606706591;recepce@hotelauri.cz
Hotel Sport;+420352686646;hotel.sport.bublava@seznam.cz
KARLSBAD GRANDE MADONNA****;+420607576769;info@nase-hotely.cz
Boromeum - residence;+420727920882;info@boromeum.cz
UBYTOVÁNÍ UHERSKÉ HRADIŠTĚ;+420572541745;rezervace@ubytovani-uh.cz
Hotel Myslivna;+420384721833;info@myslivna.com
HOTEL/PENZION PETRKLÍČ A LIŠÁK D:(primula);+420602166144;petrklic@lipno-sumava.cz
Hotel Sloup;+420381521924;recepce@hotelsloup.cz
Hotel-penzion Slunečná louka;+420602443470;manager@slunecnalouka.cz
Penzion Farma U Mauritzů;+420737282733;mauritz.stozec@mybox.cz
Hotel Cristal;+420483389174;cristal@hotel.cristal.cz
Hotel Jičín***+;+420493544250;ceskyraj@hoteljicin.cz
HOTEL CONCERTINO****ZLATÁ HUSA;+420384362321;svihalek@concertino.cz
Hotel BESKYD;+420604823003;hotel.beskyd@seznam.cz
Hotel - Penzion U Přehrady;+420558691025;info@uprehrady.cz
Hotel a restaurant Besídka;+420606212070;besidka@besidka.cz
Hotel Apartment Hluboká;+420387967777;info@hotelhluboka.webnode.cz
Apart Hotel Jablonec;+420733537001;recepce@aparthotel-jablonec.cz
Hotel Palacký;+420353222544;reserve@hotelpalacky.cz
Hotel Podkost;+420433571127;hotelpodkost@seznam.cz
Hotel Labuť;+420499421964;recepce@hotellabut.cz
Hotel Martin;+420499433364;hotel.m-k@spmlyn.cz
Hotel Jasmín;+420481582754;info@hoteljasmin.cz
Hotel Alfonska;+420481582611;chata.alfonska@tiscali.cz
Sport hotel Pomi;+420481528060;info@hotel-pomi.cz
Hotel Zátiší;+420499875409;zatisi@volny.cz
Hotel a restaurace Vyhlídka;+420775492202;hotvyhlidka@seznam.cz
Hotel Prom***;+420499871179;info@hotelprom.eu
Hotel Patria;+420499811241;recepce@hotelpatria.cz
Hotel Biograf****;+420380425510;info@hotelbiograf.com
HOTEL ŠIPKA;+420556852181;info@hotelsipka.cz
ISMM Gastro & HOTEL GONG s.r.o.;+420773029338;info@hotel-gong.cz
Orea Resort Horal;+420499461111;horal@orea.cz
Hotel Pod Jasany;+420499433520;hotel.podjasany@seznam.cz
Dejmalík ***;+420416533660;info@hoteldejmalik.cz
Parkhotel Plzeň;+420378772977;hotel@parkhotel-czech.eu
Sněžka Felicity Hotel;+420499433360;hotel.snezka@felicity.cz
Hotel Labe**;+420416735436;info@hotel-labe.cz
Relax hotel *** Bára;+420737229150;rezervace@hotelbara.cz
Hotel Hazuka;+420377420010;info@hotelhazuka.cz
Hotel u Hradu;+420326721049;recepce@uhradu.cz
HOTEL & RESTAURANT U NEDBÁLKŮ;+420546427326;hotel@unedbalku.cz
Sporthotel Zátoň;+420380709110;info@sporthotel-zaton.cz
ZÁMECKÝ HOTEL TŘEŠŤ;+420567224247;kancelar@zamek-trest.cz
HOTEL SOKOLSKÝ DŮM V DOMAŽLICÍCH;+420379720084;info@sokolskydum.cz
HORSKÝ HOTEL FIGURA NA OVČÁRNĚ;+420547790235;info@figura.cz
HOTEL ANDROMEDA*** RAMZOVÁ;+420583230063;recepce@hotel-andromeda.cz
PARK HOTEL *** V BĚLÉ POD PRADĚDEM;+420584420330;parkhotel@jeseniky.com
Rodinný hotel Zach;+420376390004;recepce@hotelzach.cz
Horský Hotel VIDLY * * *;+420554771004;hotel@vidly.cz
MOTEL DUTÝ KÁMEN V DRNOVCI - CVIKOV , www.dutykamen.cz;+420487751952;dutykamen@volny.cz
PARKHOTEL*** NOVÝ BOR;+420487723163;parkhotel@hotelmorris.cz
PENZION NA TOLŠTEJNĚ - JIŘETÍN POD JEDLOVOU;+420774742069;info@restaurace-tolstejn.cz
HOTEL TULIPÁN *** - PRŮHONICE;+420267750345;info@tulipan.cz
HOTEL HÁJEK PŘÍBRAM;+420318624668;hotelhajek@hotelhajek.cz
Hotel AQUA Park Špindlerův Mlýn;+420499523040;info@aquaparkspindl.cz
RESTAURACE A HOTEL JEF;+420412381429;doubice@hotel-jef.cz
HOTEL ZLATÝ KŘÍŽ V TŘEBÍČI;+420568840843;recepce@zlatykriz.net
pension* U ŠUMAVSKÉHO LIŠÁKA hotel*/apartmány NOVÁ PEC;+420602166144;hotel_u_lisaka@quick.cz
Hotel City.City Ostrava;+420602672162;info@city-city.cz
Hotel Celerin;+420567243477;office@hotelcelerin.cz
Hotel Telč;+420567243109;hotel.telc@tiscali.cz
Hotel Šiškův mlýn;+420731424308;siskuv.mlyn@seznam.cz
Grand Hotel Trebíč;+420568848560;info@grand-hotel.cz
Hotel Slezan;+420554711907;slezan@iol.cz
Fit Farma;+420565326200;restaurace@fitfarma.cz
Hotel Buchlov;+420572541130;info@hotelbuchlov.cz
Hotel Hansa;+420605268202;hotelhansa@tiscali.cz
Hotel FARMA;+420565327127;hotel@hotel-farma.cz
Hotel Na Jižní;+420581218284;hotel@najizni.cz
Hotel Šiškův mlýn****;+420731424308;recepce@siskuvmlyn.cz
Hotel ABERG;+420353332543;aberg@volny.cz
Pension Franko;+420380711204;pensionfranko@email.cz
Hotel Svatý Tomáš;+420380709811;hotel@hotel-svatytomas.cz
U Koníčka;+420384420747;info@konicek.cz
Hotel Faust;+420412516235;hotelfaust@seznam.cz
Penzion U Hrádku ****;+420603757990;info@penzionuhradku.cz
HOTEL BOSTON ***;+420353362711;reservation@boston.cz
Hotel Stará škola Hořice na Šumavě;+420380737295;nfo@hotel-staraskola.cz
Hotel Albor;+420518362333;hotel@albor.cz
Hotel Helena;+420481523304;helena@rokytnice.com
Hotel u Velehradu ***;+420572571475;hotel.u_velehradu@seznam.cz
Hotel Slunce;+420572432640;slunce@hotelslunce.cz
Hotel Rozvoj;+420376311609;hotel.rozvoj@ktnet.cz
Hotel Zlatý Kříž;+420380312517;hotelkrizubytovani@email.cz
Bouda Máma wellness hotel;+420244465666;hotel@boudamama.cz
Hotel Victoria;+420377221010;hotel@hotel-victoria.cz
Esplanade Spa and Golf Resort Hotel;+420354676111;eva@esplanade-marienbad.cz
Hotel Kryštof Kolumbus;+420379433150;hotel@krystofkolumbus.cz
Hotel Bohmann***;+420379793226;hotel-bohmann@seznam.cz
Hotel Avalanche;+420554254099;hotel.avalanche@seznam.cz
Hotel Paramon;+420554737270;hotel@paramon.cz
HOTEL PANSKÝ DŮM;+420380746669;info@hotelpanskydum.cz
HOTEL FARA ***;+420380750903;info@hotelfara.com
HOTEL DYJE;+420777693445;info@hoteldyje.cz
Hotel Schwarz;+420353825150;hotel.schwarz@seznam.cz
Hotel AMCO;+420583415487;recepce@hotelamco.cz
Penzion M - Resort Vranovská přehrada, pláž;+420515296204;info@penzion-m.cz
Hotel Bavor;+420neuvedeno;hotel-strakonice-bavor@quick.cz
Hotel Pod Svatoborem;+420376588179;info@podsvatoborem.cz
Hotel Blanice;+420neuvedeno;Hotel-Vodnany-Prajer@cz-hotel.eu
R.B.Orbita - rekreační a školící středisko;+420571648256;orbita@rborbita.cz
Garni hotel Na Havlíčku;+420327515773;garni@vlasskydvur.cz
Hotel Zlatá Stoupa;+420327511540;info@zlatastoupa.cz
Hotel Dobré Dny;+420603515169;karelkozel@iol.cz
Hotel Cadillac;+420382271346;cadillac.pisek@seznam.cz
Hotel Krušnohor;+420353844067;krusnohor@westbohemiahotels.cz
Hotel HOBIT;+420387435438;hotelhobit@ic.cz
Hotel Atrium;+420777782994;ubytovani@axj.cz
Hotýlek U Pekina;+420584454015;hotylekupekina@quick.cz
Privat Hotel Zahrádka 8;+420380712543;info@zahradka8.com
Hotel Přerov;+420556835991;hotel.prerov@jetcom.cz
WELLNESS HOTEL CENTRÁL***;+420376314571;hotel@centralkt.cz
Hotel Pepa;+420554620005;info@hotelpepa.cz
Hotel Gabreta;+420376528016;hotelgabreta@quick.cz
ADAMAR s.r.o. - Pension ADAM;+420776619414;info@pensionadam.cz
HOTEL TRIM;+420466415518;ubytovani@hosteltrim.cz
Horská Bouda Čihalka;+420494660138;info@cihalka.cz
Hotel Zlatá loď;+420385731213;zlatalod@elbh.cz
Hotel Svatý Hubert;+420353815144;recepce@svhubert.cz
Kolibřík;+420376397129;hotel.kolibrik@seznam.cz
hotel Haltrava***;+420379423532;recepce@haltrava.eu
Hotel Bartušek;+420607580223;hotel.bartusek@cbox.cz
HOTEL BEROUNKA LIBLÍN;+420371795628;hotelberounka@iol.cz
Středisko H-RESORT;+420558847800;info@hresort.cz
