Name;Phone;Email
Statek s bazénem (10639);727826469;
Nyčuv statek Broumovsko (17986);721002716;
Na statku (1003);722524367 | 723524367;
Farma u Vojtků (7310);777075055;
Romantický statek s velkým bazénem u ZOO (16258);776355882;
Statek (19146);777936493 | 725505667;
Farma Menšík (3195);736180388 | 731883463;
Penzion Pod Hájkem s farmářskou restaurací (8414);+420910050070 | +420487989076;
Farma Hamr (14969);602353556;
Statek Štěpánovice (9655);607066139;
Samostatný domeček (10491);608971804;
Penzion u Černého koně (10028);792770410;
Na koňské farmě (12771);739261652;
Ubytování Na Statku (4831);777117930 | 777159359;
Statek u koní (19496);605817352;
Moravský statek (8288);728896067;
Kořistův statek (13188);739046096 | 736122576;
Statek Zelený dub (6547);799512051;
Statek 85 (14861);775041408;
Levandulový statek s wellness (18610);728015449;
Chalupa Kalamajka (12613);775265125;
Chalupa Dagmar (5013);728977033 | 728252323;
Chata č.106 (8649);728998885;
Roubená chata Dřevěnka (5725);+420606754413 | +420603448489;
Chalupa k pronájmu (3582);605591119 | 737829371;
Penzion Na Vyhlídce (1448);602570147;
Údolí černého čápa (12347);775229013;
Penzion na Farmě (7410);602188167 | 737185539;
